964 BRACEWOOD RI SW,
330 YORKVILLE RD SW,
288 YORKVILLE RD SW,
232 YORKVILLE RD SW,
9595 149 ST NW,
13700 80 AV NW,
12834 CRESTMONT BV SW,
355 CORNER MEADOWS AV NE,
42 TEMPLE PL NE,
47 ROCHESTER VW NW,
154 LEGACY VISTA RI SE,
36 CRANBROOK MR SE,
#319 857 BELMONT DR SW,
321 SETON VI SE,
41 WALGROVE RI SE,
859 WHITEHILL WY NE,
6 CORNER MEADOWS CM NE,
8413 SADDLERIDGE DR NE
